miRNA,Gene
hsa-miR-449b-5p,LDHA
hsa-miR-449b-5p,TMEM109
hsa-miR-449b-5p,PACS1
hsa-miR-449b-5p,CCND1
hsa-miR-449b-5p,CORO1C
hsa-miR-449b-5p,VPS37B
hsa-miR-449b-5p,STK38L
hsa-miR-449b-5p,HNRNPA1
hsa-miR-449b-5p,MBD6
hsa-miR-449b-5p,ATXN7L3B
hsa-miR-449b-5p,SYT1
hsa-miR-449b-5p,MIDEAS
hsa-miR-449b-5p,YY1
hsa-miR-449b-5p,ARPP19
hsa-miR-449b-5p,ADAM10
hsa-miR-449b-5p,ALDOA
hsa-miR-449b-5p,AC093512.2
hsa-miR-449b-5p,ATMIN
hsa-miR-449b-5p,VAMP2
hsa-miR-449b-5p,FLOT2
hsa-miR-449b-5p,VAT1
hsa-miR-449b-5p,NFE2L1
hsa-miR-449b-5p,MTCL1
hsa-miR-449b-5p,DNAJB1
hsa-miR-449b-5p,NUMBL
hsa-miR-449b-5p,EVI5L
hsa-miR-449b-5p,AXL
hsa-miR-449b-5p,SEMA4C
hsa-miR-449b-5p,MGAT4A
hsa-miR-449b-5p,MYCN
hsa-miR-449b-5p,CERS6
hsa-miR-449b-5p,MYH9
hsa-miR-449b-5p,DDX17
hsa-miR-449b-5p,FOXP1
hsa-miR-449b-5p,FNDC3B
hsa-miR-449b-5p,PGRMC2
hsa-miR-449b-5p,PDGFRA
hsa-miR-449b-5p,PALLD
hsa-miR-449b-5p,CHD1
hsa-miR-449b-5p,NSD1
hsa-miR-449b-5p,WASF1
hsa-miR-449b-5p,E2F3
hsa-miR-449b-5p,SOX4
hsa-miR-449b-5p,TNRC18
hsa-miR-449b-5p,HOXA13
hsa-miR-449b-5p,PODXL
hsa-miR-449b-5p,CHST12
hsa-miR-449b-5p,FOXP2
hsa-miR-449b-5p,MET
hsa-miR-449b-5p,ZNF282
hsa-miR-449b-5p,TPD52
hsa-miR-449b-5p,E2F5
hsa-miR-449b-5p,GAS1
hsa-miR-449b-5p,PGAP4
hsa-miR-449b-5p,NOTCH1
hsa-miR-449b-5p,SCML2
hsa-miR-449b-5p,AMER1
hsa-miR-449b-5p,ACSL4
hsa-miR-454-3p,RPA2
hsa-miR-454-3p,EPS15
hsa-miR-454-3p,DEPDC1
hsa-miR-454-3p,USP33
hsa-miR-454-3p,F3
hsa-miR-454-3p,TXNIP
hsa-miR-454-3p,DCAF8
hsa-miR-454-3p,DEDD
hsa-miR-454-3p,STX6
hsa-miR-454-3p,PPP1R15B
hsa-miR-454-3p,LBR
hsa-miR-454-3p,ARID4B
hsa-miR-454-3p,VPS13D
hsa-miR-454-3p,SZRD1
hsa-miR-454-3p,PDIK1L
hsa-miR-454-3p,STX12
hsa-miR-454-3p,AGO4
hsa-miR-454-3p,AGO1
hsa-miR-454-3p,CMPK1
hsa-miR-454-3p,BTF3L4
hsa-miR-454-3p,ZFYVE9
hsa-miR-454-3p,NFIA
hsa-miR-454-3p,MIGA1
hsa-miR-454-3p,RTCA
hsa-miR-454-3p,S1PR1
hsa-miR-454-3p,CSF1
hsa-miR-454-3p,PDE4DIP
hsa-miR-454-3p,ZBTB7B
hsa-miR-454-3p,SLC25A44
hsa-miR-454-3p,KLHL20
hsa-miR-454-3p,RO60
hsa-miR-454-3p,FBXO28
hsa-miR-454-3p,ZBTB18
hsa-miR-454-3p,SKIDA1
hsa-miR-454-3p,ACBD5
hsa-miR-454-3p,ARHGAP12
hsa-miR-454-3p,NRP1
hsa-miR-454-3p,CCDC6
hsa-miR-454-3p,PSAP
hsa-miR-454-3p,NRBF2
hsa-miR-454-3p,PTEN
hsa-miR-454-3p,SLF2
hsa-miR-454-3p,TMEM9B
hsa-miR-454-3p,SBF2
hsa-miR-454-3p,SPTY2D1
hsa-miR-454-3p,FOSL1
hsa-miR-454-3p,SHANK2
hsa-miR-454-3p,NPAT
hsa-miR-454-3p,DDX6
hsa-miR-454-3p,USP47
hsa-miR-454-3p,ZFP91
hsa-miR-454-3p,KDM2A
hsa-miR-454-3p,PPP6R3
hsa-miR-454-3p,KMT2A
hsa-miR-454-3p,ARHGEF12
hsa-miR-454-3p,CAPRIN2
hsa-miR-454-3p,ANKRD52
hsa-miR-454-3p,PTGES3
hsa-miR-454-3p,E2F7
hsa-miR-454-3p,BTG1
hsa-miR-454-3p,CLIP1
hsa-miR-454-3p,UBC
hsa-miR-454-3p,WNK1
hsa-miR-454-3p,RAB5B
hsa-miR-454-3p,ERBB3
hsa-miR-454-3p,HCFC2
hsa-miR-454-3p,MLEC
hsa-miR-454-3p,SPART
hsa-miR-454-3p,TSC22D1
hsa-miR-454-3p,ZIC5
hsa-miR-454-3p,PAN3
hsa-miR-454-3p,LRCH1
hsa-miR-454-3p,SLAIN1
hsa-miR-454-3p,ATP11A
hsa-miR-454-3p,PIP4P1
hsa-miR-454-3p,HECTD1
hsa-miR-454-3p,EGLN3
hsa-miR-454-3p,FERMT2
hsa-miR-454-3p,CNIH1
hsa-miR-454-3p,GMFB
hsa-miR-454-3p,ZFYVE26
hsa-miR-454-3p,MAP3K9
hsa-miR-454-3p,ITPK1
hsa-miR-454-3p,BTBD7
hsa-miR-454-3p,DICER1
hsa-miR-454-3p,ATG2B
hsa-miR-454-3p,FRMD6
hsa-miR-454-3p,SMOC1
hsa-miR-454-3p,RBM25
hsa-miR-454-3p,SECISBP2L
hsa-miR-454-3p,RFX7
hsa-miR-454-3p,NPTN
hsa-miR-454-3p,TSPAN3
hsa-miR-454-3p,NIPA1
hsa-miR-454-3p,ARL6IP1
hsa-miR-454-3p,DYNC1LI2
hsa-miR-454-3p,ZCCHC14
hsa-miR-454-3p,TNRC6A
hsa-miR-454-3p,CHD9
hsa-miR-454-3p,CBFB
hsa-miR-454-3p,C16orf70
hsa-miR-454-3p,ANKFY1
hsa-miR-454-3p,ZBTB4
hsa-miR-454-3p,RASD1
hsa-miR-454-3p,RAB34
hsa-miR-454-3p,PHF12
hsa-miR-454-3p,STAT3
hsa-miR-454-3p,GPATCH8
hsa-miR-454-3p,TRIM37
hsa-miR-454-3p,USP32
hsa-miR-454-3p,SMARCD2
hsa-miR-454-3p,FAM104A
hsa-miR-454-3p,SRSF2
hsa-miR-454-3p,TIMP2
hsa-miR-454-3p,PAFAH1B1
hsa-miR-454-3p,DYNLL2
hsa-miR-454-3p,CLTC
hsa-miR-454-3p,VMP1
hsa-miR-454-3p,SPIRE1
hsa-miR-454-3p,IER3IP1
hsa-miR-454-3p,DSEL
hsa-miR-454-3p,RAB12
hsa-miR-454-3p,MTCL1
hsa-miR-454-3p,RBBP8
hsa-miR-454-3p,TSHZ1
hsa-miR-454-3p,MEX3D
hsa-miR-454-3p,PPP6R1
hsa-miR-454-3p,THOP1
hsa-miR-454-3p,LDLR
hsa-miR-454-3p,ROCK2
hsa-miR-454-3p,HADHA
hsa-miR-454-3p,MEMO1
hsa-miR-454-3p,SRSF7
hsa-miR-454-3p,SLC8A1
hsa-miR-454-3p,COX7A2L
hsa-miR-454-3p,CALM2
hsa-miR-454-3p,TGOLN2
hsa-miR-454-3p,CHMP3
hsa-miR-454-3p,TBC1D8
hsa-miR-454-3p,SESTD1
hsa-miR-454-3p,KLF11
hsa-miR-454-3p,LCLAT1
hsa-miR-454-3p,BIRC6
hsa-miR-454-3p,SOCS5
hsa-miR-454-3p,LGALSL
hsa-miR-454-3p,RMND5A
hsa-miR-454-3p,BCL2L11
hsa-miR-454-3p,PTPN4
hsa-miR-454-3p,SPOPL
hsa-miR-454-3p,EPC2
hsa-miR-454-3p,TANC1
hsa-miR-454-3p,MAP3K20
hsa-miR-454-3p,NABP1
hsa-miR-454-3p,SLC39A10
hsa-miR-454-3p,BMPR2
hsa-miR-454-3p,PIKFYVE
hsa-miR-454-3p,ATG16L1
hsa-miR-454-3p,SNX5
hsa-miR-454-3p,BLCAP
hsa-miR-454-3p,SERINC3
hsa-miR-454-3p,B4GALT5
hsa-miR-454-3p,SPATA2
hsa-miR-454-3p,ZNF217
hsa-miR-454-3p,PRNP
hsa-miR-454-3p,BTBD3
hsa-miR-454-3p,PHF20
hsa-miR-454-3p,SLC2A4RG
hsa-miR-454-3p,BRWD1
hsa-miR-454-3p,SIK1
hsa-miR-454-3p,TOB2
hsa-miR-454-3p,VGLL4
hsa-miR-454-3p,FYCO1
hsa-miR-454-3p,MAP4
hsa-miR-454-3p,EOGT
hsa-miR-454-3p,FOXP1
hsa-miR-454-3p,DCBLD2
hsa-miR-454-3p,NAA50
hsa-miR-454-3p,PFN2
hsa-miR-454-3p,TBL1XR1
hsa-miR-454-3p,MB21D2
hsa-miR-454-3p,ATP13A3
hsa-miR-454-3p,ITPR1
hsa-miR-454-3p,SLC6A6
hsa-miR-454-3p,RAB5A
hsa-miR-454-3p,TGFBR2
hsa-miR-454-3p,APPL1
hsa-miR-454-3p,PXYLP1
hsa-miR-454-3p,MBNL1
hsa-miR-454-3p,FXR1
hsa-miR-454-3p,IL1RAP
hsa-miR-454-3p,G3BP2
hsa-miR-454-3p,WDFY3
hsa-miR-454-3p,FAM13A
hsa-miR-454-3p,CCNA2
hsa-miR-454-3p,OTUD4
hsa-miR-454-3p,CPEB2
hsa-miR-454-3p,STIM2
hsa-miR-454-3p,KLF3
hsa-miR-454-3p,KIT
hsa-miR-454-3p,EREG
hsa-miR-454-3p,CDS1
hsa-miR-454-3p,AFF1
hsa-miR-454-3p,NPNT
hsa-miR-454-3p,MSMO1
hsa-miR-454-3p,PRKAA1
hsa-miR-454-3p,SGTB
hsa-miR-454-3p,ARRDC3
hsa-miR-454-3p,IRF1
hsa-miR-454-3p,YIPF5
hsa-miR-454-3p,ERBIN
hsa-miR-454-3p,MAP1B
hsa-miR-454-3p,LNPEP
hsa-miR-454-3p,MACIR
hsa-miR-454-3p,PHAX
hsa-miR-454-3p,SMAD5
hsa-miR-454-3p,MAT2B
hsa-miR-454-3p,CPEB4
hsa-miR-454-3p,CANX
hsa-miR-454-3p,MAML1
hsa-miR-454-3p,CNOT6
hsa-miR-454-3p,KIF13A
hsa-miR-454-3p,ENPP5
hsa-miR-454-3p,RRAGD
hsa-miR-454-3p,MAP7
hsa-miR-454-3p,FOXF2
hsa-miR-454-3p,WRNIP1
hsa-miR-454-3p,EDN1
hsa-miR-454-3p,JARID2
hsa-miR-454-3p,SOX4
hsa-miR-454-3p,CDKN1A
hsa-miR-454-3p,ENPP4
hsa-miR-454-3p,PTP4A1
hsa-miR-454-3p,AL135905.2
hsa-miR-454-3p,PNRC1
hsa-miR-454-3p,HECA
hsa-miR-454-3p,SASH1
hsa-miR-454-3p,QKI
hsa-miR-454-3p,GRB10
hsa-miR-454-3p,ZNF3
hsa-miR-454-3p,CCDC71L
hsa-miR-454-3p,BMT2
hsa-miR-454-3p,WASL
hsa-miR-454-3p,ZNF800
hsa-miR-454-3p,FASTK
hsa-miR-454-3p,KMT2C
hsa-miR-454-3p,CCT6A
hsa-miR-454-3p,ANKIB1
hsa-miR-454-3p,LMTK2
hsa-miR-454-3p,HBP1
hsa-miR-454-3p,TES
hsa-miR-454-3p,CAV2
hsa-miR-454-3p,MET
hsa-miR-454-3p,LONRF1
hsa-miR-454-3p,DLC1
hsa-miR-454-3p,NSD3
hsa-miR-454-3p,MYBL1
hsa-miR-454-3p,SYBU
hsa-miR-454-3p,MTMR9
hsa-miR-454-3p,VPS37A
hsa-miR-454-3p,DPYSL2
hsa-miR-454-3p,FZD6
hsa-miR-454-3p,EFR3A
hsa-miR-454-3p,NFIB
hsa-miR-454-3p,RNF38
hsa-miR-454-3p,ABCA1
hsa-miR-454-3p,RAB14
hsa-miR-454-3p,TSC1
hsa-miR-454-3p,TMEM250
hsa-miR-454-3p,NRARP
hsa-miR-454-3p,SLC44A1
hsa-miR-454-3p,PIGA
hsa-miR-454-3p,SCML2
hsa-miR-454-3p,ACSL4
hsa-miR-454-3p,MMGT1
hsa-miR-454-3p,MID1IP1
hsa-miR-454-3p,CHIC1
hsa-miR-454-3p,ZNF711
hsa-miR-454-3p,HPRT1
hsa-miR-454-3p,FMR1
hsa-miR-455-5p,ARID1A
hsa-miR-455-5p,RAB18
hsa-miR-455-5p,PATL1
hsa-miR-455-5p,IPO7
hsa-miR-455-5p,PPP1R12A
hsa-miR-455-5p,CDKN1B
hsa-miR-455-5p,TMED2
hsa-miR-455-5p,KPNA3
hsa-miR-455-5p,HNRNPC
hsa-miR-455-5p,SECISBP2L
hsa-miR-455-5p,RNF111
hsa-miR-455-5p,DYNC1LI2
hsa-miR-455-5p,SOCS3
hsa-miR-455-5p,NLK
hsa-miR-455-5p,MEMO1
hsa-miR-455-5p,TRAK2
hsa-miR-455-5p,FZD5
hsa-miR-455-5p,MXD1
hsa-miR-455-5p,ADNP
hsa-miR-455-5p,DYRK1A
hsa-miR-455-5p,TBL1XR1
hsa-miR-455-5p,ATP13A3
hsa-miR-455-5p,ARRDC3
hsa-miR-455-5p,CAST
hsa-miR-455-5p,CPEB4
hsa-miR-455-5p,TMEM30A
hsa-miR-455-5p,MYLIP
hsa-miR-455-5p,PNRC1
hsa-miR-455-5p,DDX3X
hsa-miR-485-5p,S100A16
hsa-miR-485-5p,MAP7D1
hsa-miR-485-5p,ANXA11
hsa-miR-485-5p,SORBS1
hsa-miR-485-5p,B4GAT1
hsa-miR-485-5p,SOX5
hsa-miR-485-5p,RACGAP1
hsa-miR-485-5p,BAZ2A
hsa-miR-485-5p,ADIPOR2
hsa-miR-485-5p,FKBP4
hsa-miR-485-5p,PTMS
hsa-miR-485-5p,ATXN7L3B
hsa-miR-485-5p,VPS36
hsa-miR-485-5p,ATXN7L3
hsa-miR-485-5p,TAOK1
hsa-miR-485-5p,MSI2
hsa-miR-485-5p,DCAF7
hsa-miR-485-5p,SERTAD3
hsa-miR-485-5p,COPS7B
hsa-miR-485-5p,LZTS3
hsa-miR-485-5p,TPD52L2
hsa-miR-485-5p,CDC42EP1
hsa-miR-485-5p,TFRC
hsa-miR-485-5p,CDKN1A
hsa-miR-485-5p,YWHAG
hsa-miR-485-5p,SUMF2
hsa-miR-485-5p,PDE7A
hsa-miR-485-5p,OGT
hsa-miR-486-5p,KDM5B
hsa-miR-486-5p,PRRC2C
hsa-miR-486-5p,MARK1
hsa-miR-486-5p,PTEN
hsa-miR-486-5p,BTAF1
hsa-miR-486-5p,UBE2N
hsa-miR-486-5p,DYNLL1
hsa-miR-486-5p,ARHGAP5
hsa-miR-486-5p,RFFL
hsa-miR-486-5p,TOB1
hsa-miR-486-5p,SMARCD2
hsa-miR-486-5p,H3-3B
hsa-miR-486-5p,NFE2L1
hsa-miR-486-5p,SMAD2
hsa-miR-486-5p,PLAGL2
hsa-miR-486-5p,STK4
hsa-miR-486-5p,DCBLD2
hsa-miR-486-5p,TSC22D2
hsa-miR-486-5p,PIK3R1
hsa-miR-486-5p,SRSF3
hsa-miR-487b-3p,HERPUD1
hsa-miR-488-3p,ZNF281
hsa-miR-488-3p,CAMTA1
hsa-miR-488-3p,NFIA
hsa-miR-488-3p,MFSD14A
hsa-miR-488-3p,AC118553.2
hsa-miR-488-3p,CAPZA1
hsa-miR-488-3p,EIF3A
hsa-miR-488-3p,LCOR
hsa-miR-488-3p,CREBZF
hsa-miR-488-3p,WBP11
hsa-miR-488-3p,ATP2B1
hsa-miR-488-3p,CDKN1B
hsa-miR-488-3p,MLEC
hsa-miR-488-3p,TSC22D1
hsa-miR-488-3p,CALM1
hsa-miR-488-3p,ARPP19
hsa-miR-488-3p,AKAP13
hsa-miR-488-3p,VPS35
hsa-miR-488-3p,DCAF7
hsa-miR-488-3p,VPS4B
hsa-miR-488-3p,DNAJB1
hsa-miR-488-3p,IER2
hsa-miR-488-3p,SLC40A1
hsa-miR-488-3p,MAT2A
hsa-miR-488-3p,CERS6
hsa-miR-488-3p,TP53INP2
hsa-miR-488-3p,MAPK1
hsa-miR-488-3p,SLC4A7
hsa-miR-488-3p,RYBP
hsa-miR-488-3p,PGRMC2
hsa-miR-488-3p,OTUD4
hsa-miR-488-3p,AFF4
hsa-miR-488-3p,MAP3K1
hsa-miR-488-3p,RASA1
hsa-miR-488-3p,CCNG1
hsa-miR-488-3p,MAT2B
hsa-miR-488-3p,FSCN1
hsa-miR-488-3p,PEG10
hsa-miR-488-3p,CYRIB
hsa-miR-488-3p,ADAM9
hsa-miR-488-3p,SETX
hsa-miR-488-3p,SLC44A1
hsa-miR-488-3p,BRWD3
hsa-miR-490-3p,AHCTF1
hsa-miR-490-3p,AKIRIN1
hsa-miR-490-3p,DR1
hsa-miR-490-3p,CDC73
hsa-miR-490-3p,TNKS2
hsa-miR-490-3p,CREBZF
hsa-miR-490-3p,CD63
hsa-miR-490-3p,RSRC2
hsa-miR-490-3p,PCBP2
hsa-miR-490-3p,MBD6
hsa-miR-490-3p,HMGA2
hsa-miR-490-3p,PAPOLA
hsa-miR-490-3p,PCBP1
hsa-miR-490-3p,DDX17
hsa-miR-490-3p,SLC6A6
hsa-miR-490-3p,VDAC1
hsa-miR-490-3p,MAN2A1
hsa-miR-490-3p,PLAGL1
hsa-miR-490-3p,KMT2C
hsa-miR-490-3p,SLC39A14
hsa-miR-491-5p,APH1A
hsa-miR-491-5p,PEA15
hsa-miR-491-5p,SHOC2
hsa-miR-491-5p,TSKU
hsa-miR-491-5p,MBD6
hsa-miR-491-5p,SRCAP
hsa-miR-491-5p,AC106886.5
hsa-miR-491-5p,ZBTB4
hsa-miR-491-5p,GIPC1
hsa-miR-491-5p,DMWD
hsa-miR-491-5p,B4GALT5
hsa-miR-491-5p,FOXP4
hsa-miR-491-5p,MARCKS
hsa-miR-491-5p,PEG10
hsa-miR-491-5p,NFIB
hsa-miR-491-5p,TLN1
hsa-miR-494-3p,FOXJ3
hsa-miR-494-3p,ZNF281
hsa-miR-494-3p,ARID4B
hsa-miR-494-3p,CCNY
hsa-miR-494-3p,PTEN
hsa-miR-494-3p,SHOC2
hsa-miR-494-3p,TCF7L2
hsa-miR-494-3p,ARCN1
hsa-miR-494-3p,SLC38A2
hsa-miR-494-3p,KCTD10
hsa-miR-494-3p,CCND2
hsa-miR-494-3p,RAB5B
hsa-miR-494-3p,TSC22D1
hsa-miR-494-3p,SAP18
hsa-miR-494-3p,ZIC2
hsa-miR-494-3p,CUL4A
hsa-miR-494-3p,NOVA1
hsa-miR-494-3p,SPTSSA
hsa-miR-494-3p,ARHGAP5
hsa-miR-494-3p,FBXO34
hsa-miR-494-3p,HIF1A
hsa-miR-494-3p,MGA
hsa-miR-494-3p,IGF1R
hsa-miR-494-3p,ZFHX3
hsa-miR-494-3p,C16orf72
hsa-miR-494-3p,MMD
hsa-miR-494-3p,WDR45B
hsa-miR-494-3p,ZNF207
hsa-miR-494-3p,EIF1
hsa-miR-494-3p,IGF2BP1
hsa-miR-494-3p,LUC7L3
hsa-miR-494-3p,DLGAP1
hsa-miR-494-3p,ROCK1
hsa-miR-494-3p,TMX3
hsa-miR-494-3p,DSG2
hsa-miR-494-3p,JUND
hsa-miR-494-3p,TBC1D8
hsa-miR-494-3p,SOCS5
hsa-miR-494-3p,MAT2A
hsa-miR-494-3p,CCNT2
hsa-miR-494-3p,HNRNPA3
hsa-miR-494-3p,BMPR2
hsa-miR-494-3p,RBM39
hsa-miR-494-3p,HSPA13
hsa-miR-494-3p,BACH1
hsa-miR-494-3p,PBRM1
hsa-miR-494-3p,RYBP
hsa-miR-494-3p,SERP1
hsa-miR-494-3p,BHLHE40
hsa-miR-494-3p,EIF1B
hsa-miR-494-3p,TSC22D2
hsa-miR-494-3p,YEATS2
hsa-miR-494-3p,ANKRD17
hsa-miR-494-3p,G3BP2
hsa-miR-494-3p,SCD5
hsa-miR-494-3p,ANKRD50
hsa-miR-494-3p,ELF2
hsa-miR-494-3p,SETD7
hsa-miR-494-3p,OTUD4
hsa-miR-494-3p,HMGCS1
hsa-miR-494-3p,IL6ST
hsa-miR-494-3p,P4HA2
hsa-miR-494-3p,DPYSL3
hsa-miR-494-3p,G3BP1
hsa-miR-494-3p,WASL
hsa-miR-494-3p,CAV2
hsa-miR-494-3p,HAS2
hsa-miR-494-3p,TACC1
hsa-miR-494-3p,ZFHX4
hsa-miR-494-3p,RANBP6
hsa-miR-494-3p,NFIB
hsa-miR-494-3p,VPS13A
hsa-miR-494-3p,RAD23B
hsa-miR-494-3p,ATRX
hsa-miR-494-3p,MORF4L2
hsa-miR-494-3p,PGK1
hsa-miR-495-3p,HP1BP3
hsa-miR-495-3p,EFCAB14
hsa-miR-495-3p,ANKRD13C
hsa-miR-495-3p,FUBP1
hsa-miR-495-3p,RBM8A
hsa-miR-495-3p,F11R
hsa-miR-495-3p,ZNF281
hsa-miR-495-3p,NUCKS1
hsa-miR-495-3p,IRF2BP2
hsa-miR-495-3p,HNRNPU
hsa-miR-495-3p,CDC42
hsa-miR-495-3p,KDM4A
hsa-miR-495-3p,BTF3L4
hsa-miR-495-3p,ZFYVE9
hsa-miR-495-3p,PRKAA2
hsa-miR-495-3p,HIPK1
hsa-miR-495-3p,UHMK1
hsa-miR-495-3p,CDC73
hsa-miR-495-3p,FBXO28
hsa-miR-495-3p,ZBTB18
hsa-miR-495-3p,HNRNPF
hsa-miR-495-3p,ZNF503
hsa-miR-495-3p,SMNDC1
hsa-miR-495-3p,CELF2
hsa-miR-495-3p,ARID5B
hsa-miR-495-3p,DDIT4
hsa-miR-495-3p,VCL
hsa-miR-495-3p,SCD
hsa-miR-495-3p,CELF1
hsa-miR-495-3p,HNRNPUL2
hsa-miR-495-3p,ETS1
hsa-miR-495-3p,QSER1
hsa-miR-495-3p,PTPRJ
hsa-miR-495-3p,PAFAH1B2
hsa-miR-495-3p,KMT2D
hsa-miR-495-3p,NAP1L1
hsa-miR-495-3p,UBE2N
hsa-miR-495-3p,ZCCHC8
hsa-miR-495-3p,WNK1
hsa-miR-495-3p,RIMKLB
hsa-miR-495-3p,ACVR1B
hsa-miR-495-3p,SP1
hsa-miR-495-3p,CPSF6
hsa-miR-495-3p,HCFC2
hsa-miR-495-3p,WASHC4
hsa-miR-495-3p,TMED2
hsa-miR-495-3p,RAN
hsa-miR-495-3p,ITM2B
hsa-miR-495-3p,MBNL2
hsa-miR-495-3p,GMFB
hsa-miR-495-3p,SEL1L
hsa-miR-495-3p,DICER1
hsa-miR-495-3p,HSP90AA1
hsa-miR-495-3p,SAMD4A
hsa-miR-495-3p,SRSF5
hsa-miR-495-3p,SMOC1
hsa-miR-495-3p,JDP2
hsa-miR-495-3p,RCOR1
hsa-miR-495-3p,PCLAF
hsa-miR-495-3p,MAPK6
hsa-miR-495-3p,ARIH1
hsa-miR-495-3p,RCN2
hsa-miR-495-3p,IREB2
hsa-miR-495-3p,MORF4L1
hsa-miR-495-3p,CREBBP
hsa-miR-495-3p,UBN1
hsa-miR-495-3p,GSE1
hsa-miR-495-3p,VEZF1
hsa-miR-495-3p,SRSF1
hsa-miR-495-3p,TIMP2
hsa-miR-495-3p,CBX4
hsa-miR-495-3p,MPRIP
hsa-miR-495-3p,PSME3
hsa-miR-495-3p,UBE2Z
hsa-miR-495-3p,LUC7L3
hsa-miR-495-3p,KPNA2
hsa-miR-495-3p,PRKAR1A
hsa-miR-495-3p,TCF4
hsa-miR-495-3p,C18orf25
hsa-miR-495-3p,MIDN
hsa-miR-495-3p,ILF3
hsa-miR-495-3p,COX7A2L
hsa-miR-495-3p,FBXO11
hsa-miR-495-3p,PER2
hsa-miR-495-3p,CCNT2
hsa-miR-495-3p,NABP1
hsa-miR-495-3p,SNRPB
hsa-miR-495-3p,CHD6
hsa-miR-495-3p,PRELID3B
hsa-miR-495-3p,DSTN
hsa-miR-495-3p,HSPA13
hsa-miR-495-3p,JOSD1
hsa-miR-495-3p,ATP2B2
hsa-miR-495-3p,VGLL4
hsa-miR-495-3p,SATB1
hsa-miR-495-3p,RYBP
hsa-miR-495-3p,CNBP
hsa-miR-495-3p,ZBTB47
hsa-miR-495-3p,U2SURP
hsa-miR-495-3p,FXR1
hsa-miR-495-3p,CLOCK
hsa-miR-495-3p,UBA6
hsa-miR-495-3p,MAPK10
hsa-miR-495-3p,OTUD4
hsa-miR-495-3p,KLHL5
hsa-miR-495-3p,SEPTIN11
hsa-miR-495-3p,JADE1
hsa-miR-495-3p,ABCE1
hsa-miR-495-3p,MTMR12
hsa-miR-495-3p,HMGCS1
hsa-miR-495-3p,P4HA2
hsa-miR-495-3p,PPP2CA
hsa-miR-495-3p,CSNK1A1
hsa-miR-495-3p,SPARC
hsa-miR-495-3p,DUSP1
hsa-miR-495-3p,HNRNPH1
hsa-miR-495-3p,HMGCR
hsa-miR-495-3p,RASA1
hsa-miR-495-3p,CAST
hsa-miR-495-3p,HSPA4
hsa-miR-495-3p,G3BP1
hsa-miR-495-3p,NPM1
hsa-miR-495-3p,TMED9
hsa-miR-495-3p,CD164
hsa-miR-495-3p,BCLAF1
hsa-miR-495-3p,THBS2
hsa-miR-495-3p,PTK7
hsa-miR-495-3p,ZNF451
hsa-miR-495-3p,ZNF292
hsa-miR-495-3p,PNRC1
hsa-miR-495-3p,MARCKS
hsa-miR-495-3p,TNRC18
hsa-miR-495-3p,SLC35B4
hsa-miR-495-3p,GLCCI1
hsa-miR-495-3p,SEPTIN7
hsa-miR-495-3p,CUX1
hsa-miR-495-3p,INSIG1
hsa-miR-495-3p,PDE7A
hsa-miR-495-3p,TPD52
hsa-miR-495-3p,TMEM65
hsa-miR-495-3p,DDHD2
hsa-miR-495-3p,RAB2A
hsa-miR-495-3p,CHD7
hsa-miR-495-3p,YTHDF3
hsa-miR-495-3p,ZFHX4
hsa-miR-495-3p,ZBTB10
hsa-miR-495-3p,SDC2
hsa-miR-495-3p,NFIB
hsa-miR-495-3p,ZFAND5
hsa-miR-495-3p,GAS1
hsa-miR-495-3p,PPP6C
hsa-miR-495-3p,HSPA5
hsa-miR-495-3p,CDC37L1
hsa-miR-495-3p,SLC44A1
hsa-miR-495-3p,DDX3X
hsa-miR-495-3p,DDX3Y
hsa-miR-496,PBX1
hsa-miR-496,RO60
hsa-miR-496,ATP2A2
hsa-miR-496,KHNYN
hsa-miR-496,ARL2BP
hsa-miR-496,GATA6
hsa-miR-496,CALCRL
hsa-miR-496,FOXN2
hsa-miR-496,KCMF1
hsa-miR-496,CCNT2
hsa-miR-496,THRB
hsa-miR-496,TMCC1
hsa-miR-496,TGFBR2
hsa-miR-496,MBNL1
hsa-miR-496,RANBP9
hsa-miR-496,ZBTB10
hsa-miR-496,PPP6C
hsa-miR-497-5p,HSPG2
hsa-miR-497-5p,YRDC
hsa-miR-497-5p,PLPP3
hsa-miR-497-5p,FUBP1
hsa-miR-497-5p,TGFBR3
hsa-miR-497-5p,CSDE1
hsa-miR-497-5p,NOTCH2
hsa-miR-497-5p,TXNIP
hsa-miR-497-5p,PRKAB2
hsa-miR-497-5p,UBE2Q1
hsa-miR-497-5p,FAM189B
hsa-miR-497-5p,ASH1L
hsa-miR-497-5p,HDGF
hsa-miR-497-5p,COP1
hsa-miR-497-5p,PHLDA3
hsa-miR-497-5p,AKT3
hsa-miR-497-5p,KIF1B
hsa-miR-497-5p,SPEN
hsa-miR-497-5p,PDIK1L
hsa-miR-497-5p,AGO1
hsa-miR-497-5p,SRSF11
hsa-miR-497-5p,MIGA1
hsa-miR-497-5p,DNAJB4
hsa-miR-497-5p,KCNC4
hsa-miR-497-5p,LRIG2
hsa-miR-497-5p,PRRC2C
hsa-miR-497-5p,SUCO
hsa-miR-497-5p,LAMC1
hsa-miR-497-5p,NAV1
hsa-miR-497-5p,BTG2
hsa-miR-497-5p,RASSF5
hsa-miR-497-5p,GDI2
hsa-miR-497-5p,CCDC6
hsa-miR-497-5p,ANXA11
hsa-miR-497-5p,GLUD1
hsa-miR-497-5p,RAB11FIP2
